Region,Specialisms,ServiceTypes,Count
South West,Services for everyone,Hospital|Diagnosis/screening,2
South West,Services for everyone,Hospital|Doctors/GPs|Dentist|Doctors/GPs,1
South West,Services for everyone,Hospital|Doctors/GPs|Diagnosis/screening|Doctors/GPs,1
South West,Services for everyone,Hospital|Doctors/GPs|Doctors/GPs|Mobile doctors|Rehabilitation (illness/injury)|Urgent care centres,1
South West,Services for everyone,Hospital|Homecare agencies,1
South West,Services for everyone,Hospital|Long-term conditions,2
South West,Services for everyone,Hospital|Long-term conditions|Urgent care centres,1
South West,Services for everyone,Hospital|Prison healthcare,1
South West,Services for everyone,Hyperbaric chamber services,1
South West,Services for everyone,Hyperbaric chamber services|Phone/online advice|Urgent care centres,1
South West,Services for everyone,Mobile doctors,1
South West,Services for everyone,Phone/online advice,4
South West,Services for everyone,Urgent care centres,2
South West,Services for everyone|Caring for adults over 65 yrs,Clinic|Rehabilitation (illness/injury),1
South West,Services for everyone|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes,1
South West,Services for everyone|Dementia|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies,1
South West,Services for everyone|Learning disabilities,Homecare agencies|Supported living,1
South West,Services for everyone|Learning disabilities|Mental health conditions,Homecare agencies,2
South West,Services for everyone|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Ambulances,1
South West,Services for everyone|Mental health conditions|Substance misuse problems,Doctors/GPs,1
South West,Services for everyone|Substance misuse problems,Community services - Substance abuse,1
South West,Services for everyone|Substance misuse problems,Dentist,1
South West,Substance misuse problems,Community services - Substance abuse,2
South West,Substance misuse problems,Rehabilitation (substance abuse),7
Wales,Caring for children (0 - 18yrs)|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems,Homecare agencies,1
Wales,Caring for children (0 - 18yrs)|Sensory impairments|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults over 65 yrs,Community services - Healthcare|Rehabilitation (illness/injury),1
West Midlands,Caring for adults over 65 yrs,Homecare agencies,13
West Midlands,Caring for adults over 65 yrs,Nursing homes,12
West Midlands,Caring for adults over 65 yrs,Nursing homes|Residential homes,1
West Midlands,Caring for adults over 65 yrs,Rehabilitation (illness/injury),3
West Midlands,Caring for adults over 65 yrs,Residential homes,44
West Midlands,Caring for adults over 65 yrs,Residential homes|Homecare agencies,1
West Midlands,Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospital|Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Hospice,1
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Nursing homes,5
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Residential homes,1
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Residential homes,4
West Midlands,Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs,Diagnosis/screening,9
West Midlands,Caring for adults under 65 yrs,Doctors/GPs,2
West Midlands,Caring for adults under 65 yrs,Doctors/GPs|Diagnosis/screening|Doctors/GPs,1
West Midlands,Caring for adults under 65 yrs,Doctors/GPs|Doctors/GPs,5
West Midlands,Caring for adults under 65 yrs,Homecare agencies,2
West Midlands,Caring for adults under 65 yrs,Phone/online advice,1
West Midlands,Caring for adults under 65 yrs,Prison healthcare,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic,36
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Doctors/GPs|Doctors/GPs,3
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare,6
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare|Diagnosis/screening,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Mental Health,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Nursing|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Substance abuse,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Dentist,4
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Diagnosis/screening,8
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Diagnosis/screening|Doctors/GPs,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs,6
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Diagnosis/screening|Doctors/GPs,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs,42
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs|Mobile doctors,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Phone/online advice,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Home hospice care,3
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies,60
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies|Supported housing,5
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies|Supported living,7
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospice,9
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospital,4
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospital|Doctors/GPs|Doctors/GPs,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Mobile doctors,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Nursing homes,6
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Phone/online advice,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Prison healthcare,8
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Rehabilitation (illness/injury),4
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Residential homes,7
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs,Supported housing,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Ambulances,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Diagnosis/screening,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,31
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,3
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospice,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,9
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Homecare agencies,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Residential homes,2
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies|Rehabilitation (illness/injury)|Supported living,1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems,Community services - Substance abuse,4
West Midlands,Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems,Rehabilitation (substance abuse),3
West Midlands,Caring for adults under 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Homecare agencies,22
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Homecare agencies|Supported housing,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes,40
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes|Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Nursing homes|Residential homes|Rehabilitation (illness/injury),2
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Residential homes,60
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Supported housing,3
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Doctors/GPs,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,79
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,7
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,73
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Residential homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Residential homes,25
West Midlands,Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies,4
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Nursing homes,2
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Residential homes,5
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs,Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,9
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,9
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,3
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,3
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Supported living,2
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,3
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Shared lives|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,4
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes,2
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Community services - Learning disabilities|Community services - Mental Health|Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Nursing|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Diagnosis/screening,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,10
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported housing|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,25
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,6
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,6
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported living,3
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Learning disabilities|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions,Residential homes,2
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,7
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,3
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Nursing homes,17
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Residential homes,10
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Supported living,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,2
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Long-term conditions|Hospitals - Mental health/capacity,3
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Nursing|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,30
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,7
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,19
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes|Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,10
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,2
West Midlands,Caring for adults under 65 yrs|Dementia|Mental health conditions|Substance misuse problems|Physical disabilities,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Dementia|Substance misuse problems|Physical disabilities,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Homecare agencies,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Residential homes,86
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Residential homes|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities,Supported living,9
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies|Supported living,11
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Residential homes,62
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Residential homes|Homecare agencies,3
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Residential homes|Supported living,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Shared lives,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Supported living,9
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,5
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Residential homes,8
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Supported living,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Homecare agencies|Supported living,7
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Residential homes,20
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Residential homes|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Residential homes|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Supported living,5
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Rehabilitation (illness/injury)|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,5
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Hospitals - Mental health/capacity,3
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Nursing homes,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Nursing homes|Residential homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes,14
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Residential homes|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Supported living,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,3
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,9
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Residential homes,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported living,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems,Homecare agencies|Supported living,4
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Eating disorders,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Residential homes,5
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Physical disabilities,Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Substance misuse problems,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Substance misuse problems|Physical disabilities,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Homecare agencies,2
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Residential homes,17
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Residential homes|Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Learning disabilities|Physical disabilities,Supported living,3
West Midlands,Caring for adults under 65 yrs|Mental health conditions,Homecare agencies|Supported living,4
West Midlands,Caring for adults under 65 yrs|Mental health conditions,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions,Prison healthcare,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions,Residential homes,16
West Midlands,Caring for adults under 65 yrs|Mental health conditions,Supported living,7
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Community services - Mental Health,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Community services - Nursing|Homecare agencies|Supported living,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,7
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Nursing homes,9
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Nursing homes|Rehabilitation (illness/injury)|Supported living,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Nursing homes|Residential homes,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Residential homes,18
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs,Supported living,4
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,7
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),3
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders,Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Ambulances,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,5
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Nursing homes,5
